"ROI.name"	"Organ"	"Number"	"ROI.id"	"point"	"x"	"y"
"Leaf.05"	"Leaf"	5	1	60	579.493139456444	-442.988182209696
"Leaf.05"	"Leaf"	5	1	61	558.542762115995	-440.221513960918
"Leaf.05"	"Leaf"	5	1	62	539.113539645298	-434.095295584333
"Leaf.05"	"Leaf"	5	1	63	522.63822925676	-433.980898616003
"Leaf.05"	"Leaf"	5	1	64	498.759939145136	-421.458020234302
"Leaf.05"	"Leaf"	5	1	65	491.718398639023	-410.924333114363
"Leaf.05"	"Leaf"	5	1	66	487.266731066996	-404.902111981714
"Leaf.05"	"Leaf"	5	1	67	474.548809058618	-402.941519962034
"Leaf.05"	"Leaf"	5	1	68	467.866107838382	-394.657066007994
"Leaf.05"	"Leaf"	5	1	69	464.919995549517	-387.521927982339
"Leaf.05"	"Leaf"	5	1	70	463.084200222561	-382.266784112312
"Leaf.05"	"Leaf"	5	1	71	460.1328880715	-375.88052383159
"Leaf.05"	"Leaf"	5	1	72	457.914854078782	-371.746096647865
"Leaf.05"	"Leaf"	5	1	73	455.712419672655	-365.36503622934
"Leaf.05"	"Leaf"	5	1	74	447.165323883379	-355.944266002408
"Leaf.05"	"Leaf"	5	1	75	442.323617852296	-352.166078173461
"Leaf.05"	"Leaf"	5	1	76	439.28622736464	-349.432814917409
"Leaf.05"	"Leaf"	5	1	77	437.070863133974	-347.727830279614
"Leaf.05"	"Leaf"	5	1	78	429.729817411697	-345.202530728325
"Leaf.05"	"Leaf"	5	1	79	417.203626781909	-342.172377075845
"Leaf.05"	"Leaf"	5	1	80	403.750207531103	-338.825977011327
"Leaf.05"	"Leaf"	5	1	81	388.283132301486	-335.465595046997
"Leaf.05"	"Leaf"	5	1	82	376.835840314207	-333.217453178574
